global_multidim_rank,name,url,composite_value_index,popularity_score,maintenance_score,unity_integrity_score,code_scale_score,security_surface_score,project_relevance_score,noise_penalty_score,multidim_tier,priority_tier,final_score,stars,forks,age_since_push_days,pushed_at,open_issues,structure_status,is_standard_unity_project,is_active_2y,is_recent_1y,cs_file_count,scene_count,has_packages_manifest,size_kb,security_surface_total,surface_network,surface_file,surface_archive,surface_deser,surface_dynamic,surface_native,negative_noise_signal,positive_project_signal,negative_filter_hit,positive_project_hit,description,topics,language,license,selection_note,selection_reason
1198,futurerealitylab_Holojam,https://github.com/futurerealitylab/Holojam,35.15,0,12,90,65,20,50,12,E_low_priority_or_noisy,D_low,30.35,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,75,1,FALSE,0,7,5,1,0,0,0,1,FALSE,FALSE,FALSE,FALSE,,,,,"composite=35.15; dimensions=pop:0,maint:12,unity:90,scale:65.0,surface:20.0,relevance:50,penalty:12; tier=E_low_priority_or_noisy","standard_unity_project; security-surface:network,file,native"
1199,Firnox/SlidingPuzzle,https://github.com/Firnox/SlidingPuzzle,35.13,58.93,12,58,44.45,0,86,28,E_low_priority_or_noisy,D_low,42.17,17,7,1457,2022-08-01T09:54:25Z,0,weak_unity_structure,FALSE,FALSE,FALSE,1,1,TRUE,6763,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,A Unity project for a simple sliding puzzle (fifteen) game.,,C#,Unlicense,"composite=35.13; dimensions=pop:58.93,maint:12,unity:58,scale:44.45,surface:0,relevance:86,penalty:28; tier=E_low_priority_or_noisy",17 stars; pushed 1457d ago; weak_unity_structure; game/app keywords
1200,dream-simulator,https://github.com/dcpais/dream-simulator,35.13,0,12,100,53.8,0,78,12,E_low_priority_or_noisy,D_low,30,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,15,8,TRUE,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,,,,,"composite=35.13; dimensions=pop:0,maint:12,unity:100,scale:53.8,surface:0,relevance:78,penalty:12; tier=E_low_priority_or_noisy",standard_unity_project; game/app keywords
1201,0x0B-unity-vr_room,https://github.com/AdrianVides56/0x0B-unity-vr_room,35.07,0,12,100,41.63,2.4,86,12,E_low_priority_or_noisy,D_low,32.05,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,9,3,TRUE,0,1,0,0,0,0,1,0,FALSE,TRUE,FALSE,TRUE,,,,,"composite=35.07; dimensions=pop:0,maint:12,unity:100,scale:41.63,surface:2.4,relevance:86,penalty:12; tier=E_low_priority_or_noisy",standard_unity_project; game/app keywords; security-surface:dynamic
1202,botamochi6277/SimplePhysicalKeyboard,https://github.com/botamochi6277/SimplePhysicalKeyboard,35,54.95,12,58,49,0,86,28,E_low_priority_or_noisy,D_low,35.15,15,5,2201,2020-07-18T05:27:26Z,0,weak_unity_structure,FALSE,FALSE,FALSE,4,1,TRUE,151,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,One of the simplest keyboard for XR applications developed with Unity-2019.,"keyboards, unity3d, xr",C#,MIT,"composite=35.0; dimensions=pop:54.95,maint:12,unity:58,scale:49.0,surface:0,relevance:86,penalty:28; tier=E_low_priority_or_noisy",15 stars; pushed 2201d ago; weak_unity_structure; game/app keywords
1203,lightlessdays/AR-Tiles,https://github.com/lightlessdays/AR-Tiles,34.98,58.12,12,58,44.45,0,86,28,E_low_priority_or_noisy,D_low,41.86,15,8,1444,2022-08-14T18:35:54Z,0,weak_unity_structure,FALSE,FALSE,FALSE,1,1,TRUE,5591,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,"An Augmented Reality Application that helps you test tiles on your floor, before buying from shops.","augmented-reality, augmented-reality-applications, unity, unity3d",C#,Apache-2.0,"composite=34.98; dimensions=pop:58.12,maint:12,unity:58,scale:44.45,surface:0,relevance:86,penalty:28; tier=E_low_priority_or_noisy",15 stars; pushed 1444d ago; weak_unity_structure; game/app keywords
1204,The-Art-Inspector,https://github.com/chubozeko/The-Art-Inspector,34.98,0,12,100,52.59,0,78,12,E_low_priority_or_noisy,D_low,30,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,21,3,TRUE,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,,,,,"composite=34.98; dimensions=pop:0,maint:12,unity:100,scale:52.59,surface:0,relevance:78,penalty:12; tier=E_low_priority_or_noisy",standard_unity_project; game/app keywords
1205,UnityTechnologies/open-project-1,https://github.com/UnityTechnologies/open-project-1,34.94,100,30,10,30,0,92,34,E_low_priority_or_noisy,B_priority,63.17,6063,2063,1089,2023-08-04T12:09:31Z,62,metadata_screened_not_downloaded,FALSE,FALSE,FALSE,0,0,FALSE,4876097,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,Unity Open Project #1: Chop Chop,"game, open-source, unity",C#,Apache-2.0,"composite=34.94; dimensions=pop:100,maint:30,unity:10,scale:30.0,surface:0,relevance:92,penalty:34; tier=E_low_priority_or_noisy",6063 stars; pushed 1089d ago; metadata_screened_not_downloaded; game/app keywords
1206,unity-vr-locomotion,https://github.com/fre5/unity-vr-locomotion,34.92,0,12,100,40.46,2.4,86,12,E_low_priority_or_noisy,D_low,32.05,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,12,1,TRUE,0,1,0,0,0,0,1,0,FALSE,TRUE,FALSE,TRUE,,,,,"composite=34.92; dimensions=pop:0,maint:12,unity:100,scale:40.46,surface:2.4,relevance:86,penalty:12; tier=E_low_priority_or_noisy",standard_unity_project; game/app keywords; security-surface:dynamic
1207,holbertonschool-0x0B-unity-vr_room,https://github.com/Oggal/holbertonschool-0x0B-unity-vr_room,34.88,0,12,100,40.17,2.4,86,12,E_low_priority_or_noisy,D_low,32.05,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,8,3,TRUE,0,1,0,0,0,0,1,0,FALSE,TRUE,FALSE,TRUE,,,,,"composite=34.88; dimensions=pop:0,maint:12,unity:100,scale:40.17,surface:2.4,relevance:86,penalty:12; tier=E_low_priority_or_noisy",standard_unity_project; game/app keywords; security-surface:dynamic
1208,VR_ArcaneBattle,https://github.com/jsh42672/VR_ArcaneBattle,34.83,0,12,100,47.77,2.4,78,12,E_low_priority_or_noisy,D_low,32.05,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,21,1,TRUE,0,1,0,0,0,0,1,0,FALSE,TRUE,FALSE,TRUE,,,,,"composite=34.83; dimensions=pop:0,maint:12,unity:100,scale:47.77,surface:2.4,relevance:78,penalty:12; tier=E_low_priority_or_noisy",standard_unity_project; game/app keywords; security-surface:dynamic
1209,TheBraisgf/Dungeon-Odyssey,https://github.com/TheBraisgf/Dungeon-Odyssey,34.7,45.1,12,100,59.72,4.4,48,47,E_low_priority_or_noisy,reject_noise,28.44,12,1,1186,2023-04-29T16:32:35Z,1,standard_unity_project,TRUE,FALSE,FALSE,5,1,TRUE,3422,2,0,2,0,0,0,0,TRUE,TRUE,TRUE,TRUE,Dungeon Odyssey is a 2D platformer game with a medieval theme created by young programmers learning C# and Unity.,"csharp, game, gamedev, learn-to-code, platformer, platformer-game, unity",C#,,"composite=34.7; dimensions=pop:45.1,maint:12,unity:100,scale:59.72,surface:4.4,relevance:48,penalty:47; tier=E_low_priority_or_noisy",12 stars; pushed 1186d ago; standard_unity_project; game/app keywords; negative keyword penalty; security-surface:file
1210,AliceEscapeRoomUnity,https://github.com/JoshBDM/AliceEscapeRoomUnity,34.67,0,12,100,52.1,11.8,58,12,E_low_priority_or_noisy,D_low,26.25,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,18,4,TRUE,0,5,0,1,0,0,4,0,FALSE,FALSE,FALSE,FALSE,,,,,"composite=34.67; dimensions=pop:0,maint:12,unity:100,scale:52.1,surface:11.8,relevance:58,penalty:12; tier=E_low_priority_or_noisy","standard_unity_project; security-surface:file,dynamic"
1211,VR-Survival-Shooter,https://github.com/UgurAkin/VR-Survival-Shooter,34.53,0,12,90,59.58,2.2,78,12,E_low_priority_or_noisy,D_low,34.05,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,41,2,FALSE,0,1,0,1,0,0,0,0,FALSE,TRUE,FALSE,TRUE,,,,,"composite=34.53; dimensions=pop:0,maint:12,unity:90,scale:59.58,surface:2.2,relevance:78,penalty:12; tier=E_low_priority_or_noisy",standard_unity_project; game/app keywords; security-surface:file
1212,VR-Adventure,https://github.com/Starvinci/VR-Adventure,34.5,0,12,100,45.27,2.4,78,12,E_low_priority_or_noisy,D_low,32.05,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,14,2,TRUE,0,1,0,0,0,0,1,0,FALSE,TRUE,FALSE,TRUE,,,,,"composite=34.5; dimensions=pop:0,maint:12,unity:100,scale:45.27,surface:2.4,relevance:78,penalty:12; tier=E_low_priority_or_noisy",standard_unity_project; game/app keywords; security-surface:dynamic
1213,VR-hand,https://github.com/shivamkonkar/VR-hand,34.47,0,12,100,41.63,4.6,78,12,E_low_priority_or_noisy,D_low,34.1,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,9,3,TRUE,0,2,0,1,0,0,1,0,FALSE,TRUE,FALSE,TRUE,,,,,"composite=34.47; dimensions=pop:0,maint:12,unity:100,scale:41.63,surface:4.6,relevance:78,penalty:12; tier=E_low_priority_or_noisy","standard_unity_project; game/app keywords; security-surface:file,dynamic"
1214,Blackoutburst/Rhythm-Pong,https://github.com/Blackoutburst/Rhythm-Pong,34.41,40.83,12,100,66.82,2.2,48,47,E_low_priority_or_noisy,reject_noise,21.67,10,1,1645,2022-01-25T03:01:45Z,0,standard_unity_project,TRUE,FALSE,FALSE,9,1,TRUE,2571,1,0,1,0,0,0,0,TRUE,TRUE,TRUE,TRUE,This is a pong visualisation with two bots playing against each other following the rhythm of a song,"csharp, music, music-visualizer, pong, rhythm, shaderlab, shaders, unity, visualization",C#,WTFPL,"composite=34.41; dimensions=pop:40.83,maint:12,unity:100,scale:66.82,surface:2.2,relevance:48,penalty:47; tier=E_low_priority_or_noisy",10 stars; pushed 1645d ago; standard_unity_project; game/app keywords; negative keyword penalty; security-surface:file
1215,shape-shooter-vr,https://github.com/winterfive/shape-shooter-vr,34.4,0,12,100,48.16,0,78,12,E_low_priority_or_noisy,D_low,30,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,7,15,TRUE,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,,,,,"composite=34.4; dimensions=pop:0,maint:12,unity:100,scale:48.16,surface:0,relevance:78,penalty:12; tier=E_low_priority_or_noisy",standard_unity_project; game/app keywords
1216,The-Temporal-Space-VR,https://github.com/VLTNOgithub/The-Temporal-Space-VR,34.23,0,12,100,46.83,0,78,12,E_low_priority_or_noisy,D_low,30,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,12,4,TRUE,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,,,,,"composite=34.23; dimensions=pop:0,maint:12,unity:100,scale:46.83,surface:0,relevance:78,penalty:12; tier=E_low_priority_or_noisy",standard_unity_project; game/app keywords
1217,carolineyang8/Unity3D-JourneyOfCaroline,https://github.com/carolineyang8/Unity3D-JourneyOfCaroline,34.11,77.4,48,10,30,0,92,34,E_low_priority_or_noisy,C_candidate,48.53,46,10,636,2024-10-30T09:41:14Z,1,missing_assets_or_projectsettings,FALSE,TRUE,FALSE,0,0,FALSE,886058,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,这是一款基于Unity3D开发的第三人称小型3D交互RPG游戏，主题类型为探险闯关类，结合了可爱卡通RPG风格的动作角色扮演，主要以少女形象、丰富场景、打斗交互动画等为卖点。 游戏讲述了一位名叫Caroline的少女，由于和父母亲发生争执而离家出走，跑入了一座森林，意外掉进了一个洞中，然后去到了神秘国度——天境之国，并在里面不断探索、不断变强、试图逃出的故事。 游戏采用Unity制作，主要以有趣的剧情主题、美丽丰富的建模场景、可爱的人物和NPC为主要卖点，场景之间达到目标和闯关条件可以自动进入下一关，也可以通过点击按钮手动切换，同时包含了酷炫的打斗动画特效，能带给玩家丰富的游戏体验。,,C#,,"composite=34.11; dimensions=pop:77.4,maint:48,unity:10,scale:30.0,surface:0,relevance:92,penalty:34; tier=E_low_priority_or_noisy",46 stars; pushed 636d ago; missing_assets_or_projectsettings; game/app keywords
1218,EsACT-IPB-Tour-VR-Project,https://github.com/andresilmor/EsACT-IPB-Tour-VR-Project,34.09,0,12,100,45.74,0,78,12,E_low_priority_or_noisy,D_low,30,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,18,1,TRUE,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,,,,,"composite=34.09; dimensions=pop:0,maint:12,unity:100,scale:45.74,surface:0,relevance:78,penalty:12; tier=E_low_priority_or_noisy",standard_unity_project; game/app keywords
1219,Interactive_VR_Lobby,https://github.com/klmui/Interactive_VR_Lobby,34.07,0,12,100,34.53,7.2,78,12,E_low_priority_or_noisy,D_low,32.15,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,5,3,TRUE,0,3,0,0,0,0,3,0,FALSE,TRUE,FALSE,TRUE,,,,,"composite=34.07; dimensions=pop:0,maint:12,unity:100,scale:34.53,surface:7.2,relevance:78,penalty:12; tier=E_low_priority_or_noisy",standard_unity_project; game/app keywords; security-surface:dynamic
1220,QuPid,https://github.com/mutantQ/QuPid,34.06,0,12,100,52.62,13.6,50,12,E_low_priority_or_noisy,D_low,28.25,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,17,5,TRUE,0,5,3,1,0,0,1,0,FALSE,FALSE,FALSE,FALSE,,,,,"composite=34.06; dimensions=pop:0,maint:12,unity:100,scale:52.62,surface:13.6,relevance:50,penalty:12; tier=E_low_priority_or_noisy","standard_unity_project; security-surface:network,file,dynamic"
1221,TacticalBlastVR,https://github.com/ksfarag/TacticalBlastVR,34.02,0,12,100,45.27,0,78,12,E_low_priority_or_noisy,D_low,30,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,14,2,TRUE,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,,,,,"composite=34.02; dimensions=pop:0,maint:12,unity:100,scale:45.27,surface:0,relevance:78,penalty:12; tier=E_low_priority_or_noisy",standard_unity_project; game/app keywords
1222,magicleap/LeapBrush,https://github.com/magicleap/LeapBrush,33.89,60.49,68,10,30,0,86,34,E_low_priority_or_noisy,C_candidate,52.62,19,7,295,2025-10-06T16:57:52Z,0,not_downloaded,FALSE,TRUE,TRUE,0,0,FALSE,71755,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,Magic Leap 2's AR Cloud reference application for Unity that lets you draw in AR with other ML2 devices.,,,,"composite=33.89; dimensions=pop:60.49,maint:68,unity:10,scale:30.0,surface:0,relevance:86,penalty:34; tier=E_low_priority_or_noisy",19 stars; pushed 295d ago; not_downloaded; game/app keywords
1223,HyperFightVR,https://github.com/matpetrone/HyperFightVR,33.77,0,12,100,43.28,0,78,12,E_low_priority_or_noisy,D_low,30,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,12,2,TRUE,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,,,,,"composite=33.77; dimensions=pop:0,maint:12,unity:100,scale:43.28,surface:0,relevance:78,penalty:12; tier=E_low_priority_or_noisy",standard_unity_project; game/app keywords
1224,JamesLaFritz/Dungeon-Escape-Mobile,https://github.com/JamesLaFritz/Dungeon-Escape-Mobile,33.67,54.31,12,48,50.08,2.2,86,28,E_low_priority_or_noisy,D_low,35.95,11,5,1830,2021-07-24T04:09:36Z,3,weak_unity_structure,FALSE,FALSE,FALSE,2,1,FALSE,297978,1,0,1,0,0,0,0,FALSE,TRUE,FALSE,TRUE,A Mobile 2D Metroidvania Game,"game-development, mobile-game-development, unity, unity-2d, unity-game-development, unity-mobile-game",C#,MIT,"composite=33.67; dimensions=pop:54.31,maint:12,unity:48,scale:50.08,surface:2.2,relevance:86,penalty:28; tier=E_low_priority_or_noisy",11 stars; pushed 1830d ago; weak_unity_structure; game/app keywords; security-surface:file
1225,HalfADog/Unity-RPGCore-DialogueSystem,https://github.com/HalfADog/Unity-RPGCore-DialogueSystem,33.61,74.62,48,10,30,0,92,34,E_low_priority_or_noisy,C_candidate,46.63,41,11,617,2024-11-18T04:12:50Z,0,missing_assets_or_projectsettings,FALSE,TRUE,FALSE,0,0,FALSE,7426,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,,,C#,,"composite=33.61; dimensions=pop:74.62,maint:48,unity:10,scale:30.0,surface:0,relevance:92,penalty:34; tier=E_low_priority_or_noisy",41 stars; pushed 617d ago; missing_assets_or_projectsettings; game/app keywords
1226,CSAssessmentFramework,https://github.com/AdrianoVM/CSAssessmentFramework,33.59,0,12,100,93.32,41,12,47,E_low_priority_or_noisy,reject_noise,12.8,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,131,38,TRUE,0,16,2,5,0,2,7,0,TRUE,FALSE,TRUE,FALSE,,,,,"composite=33.59; dimensions=pop:0,maint:12,unity:100,scale:93.32,surface:41.0,relevance:12,penalty:47; tier=E_low_priority_or_noisy","standard_unity_project; negative keyword penalty; security-surface:network,file,deser,dynamic"
1227,com.unity.netcode.gameobjects,https://github.com/Unity-Technologies/com.unity.netcode.gameobjects,33.56,0,12,100,33.72,0,86,12,E_low_priority_or_noisy,D_low,30,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,7,1,TRUE,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,,,,,"composite=33.56; dimensions=pop:0,maint:12,unity:100,scale:33.72,surface:0,relevance:86,penalty:12; tier=E_low_priority_or_noisy",standard_unity_project; game/app keywords
1228,Faraday-experiment-VR,https://github.com/keerthan657/Faraday-experiment-VR,33.46,0,12,100,40.96,0,78,12,E_low_priority_or_noisy,D_low,30,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,10,2,TRUE,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,,,,,"composite=33.46; dimensions=pop:0,maint:12,unity:100,scale:40.96,surface:0,relevance:78,penalty:12; tier=E_low_priority_or_noisy",standard_unity_project; game/app keywords
1229,microsoft_MixedRealityToolkit-Unity,https://github.com/microsoft/MixedRealityToolkit-Unity,33.42,0,12,100,100,30.6,20,47,E_low_priority_or_noisy,reject_noise,10.65,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,1001,60,TRUE,0,13,1,6,0,0,6,0,TRUE,FALSE,TRUE,FALSE,,,,,"composite=33.42; dimensions=pop:0,maint:12,unity:100,scale:100,surface:30.6,relevance:20,penalty:47; tier=E_low_priority_or_noisy","standard_unity_project; negative keyword penalty; security-surface:network,file,dynamic"
1230,HexR-developer-tutorial-XR,https://github.com/MicrotubeTechnologies/HexR-developer-tutorial-XR,33.38,0,12,100,90.16,23.8,40,47,E_low_priority_or_noisy,reject_noise,14.5,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,98,43,TRUE,0,10,0,1,0,0,9,0,TRUE,TRUE,TRUE,TRUE,,,,,"composite=33.38; dimensions=pop:0,maint:12,unity:100,scale:90.16,surface:23.8,relevance:40,penalty:47; tier=E_low_priority_or_noisy","standard_unity_project; game/app keywords; negative keyword penalty; security-surface:file,dynamic"
1231,Kailius,https://github.com/Walkator/Kailius,33.33,0,12,100,67.89,0,50,12,E_low_priority_or_noisy,D_low,24,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,49,6,TRUE,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,,,,,"composite=33.33; dimensions=pop:0,maint:12,unity:100,scale:67.89,surface:0,relevance:50,penalty:12; tier=E_low_priority_or_noisy",standard_unity_project
1232,Preponderous-Software/beyond-nations,https://github.com/Preponderous-Software/beyond-nations,33.31,43.28,82,10,30,0,86,34,E_low_priority_or_noisy,C_candidate,52.95,8,3,146,2026-03-04T02:59:55Z,0,missing_assets_or_projectsettings,FALSE,TRUE,TRUE,0,0,FALSE,36816,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,Sandbox Nation Simulation RPG,"game, game-development, nation-builder, open-source, unity",C#,NOASSERTION,"composite=33.31; dimensions=pop:43.28,maint:82,unity:10,scale:30.0,surface:0,relevance:86,penalty:34; tier=E_low_priority_or_noisy",8 stars; pushed 146d ago; missing_assets_or_projectsettings; game/app keywords
1233,toppers/hakoniwa-unity-drone-model,https://github.com/toppers/hakoniwa-unity-drone-model,33.28,72.76,48,10,30,0,92,34,E_low_priority_or_noisy,C_candidate,48.63,26,11,432,2025-05-22T22:07:07Z,5,missing_assets_or_projectsettings,FALSE,TRUE,FALSE,0,0,FALSE,10568,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,"Unity-based drone simulator for seamless integration with PX4, offering realistic flight dynamics and visualization. Designed for flexible simulations with support for external game engines and headless operation capabilities.","drone, hakoniwa, px4, simulation, unity",C#,,"composite=33.28; dimensions=pop:72.76,maint:48,unity:10,scale:30.0,surface:0,relevance:92,penalty:34; tier=E_low_priority_or_noisy",26 stars; pushed 432d ago; missing_assets_or_projectsettings; game/app keywords
1234,VRProject02,https://github.com/msvawer/VRProject02,33.22,0,12,100,35.35,2.4,78,12,E_low_priority_or_noisy,D_low,32.05,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,8,1,TRUE,0,1,0,0,0,0,1,0,FALSE,TRUE,FALSE,TRUE,,,,,"composite=33.22; dimensions=pop:0,maint:12,unity:100,scale:35.35,surface:2.4,relevance:78,penalty:12; tier=E_low_priority_or_noisy",standard_unity_project; game/app keywords; security-surface:dynamic
1235,XR-SkeletonPoser,https://github.com/GabisouUnity/XR-SkeletonPoser,33.22,0,12,100,35.35,2.4,78,12,E_low_priority_or_noisy,D_low,32.05,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,8,1,TRUE,0,1,0,0,0,0,1,0,FALSE,TRUE,FALSE,TRUE,,,,,"composite=33.22; dimensions=pop:0,maint:12,unity:100,scale:35.35,surface:2.4,relevance:78,penalty:12; tier=E_low_priority_or_noisy",standard_unity_project; game/app keywords; security-surface:dynamic
1236,dklassic/Unity-Simple-Building-Triplanar-Shader,https://github.com/dklassic/Unity-Simple-Building-Triplanar-Shader,33.04,41.84,12,100,54.56,2.4,48,47,E_low_priority_or_noisy,reject_noise,22.35,16,0,1582,2022-03-29T18:46:28Z,0,standard_unity_project,TRUE,FALSE,FALSE,5,1,TRUE,304,1,0,0,0,0,1,0,TRUE,TRUE,TRUE,TRUE,A Unity project with a one-size-fits-all triplanar building shader,,C#,MIT,"composite=33.04; dimensions=pop:41.84,maint:12,unity:100,scale:54.56,surface:2.4,relevance:48,penalty:47; tier=E_low_priority_or_noisy",16 stars; pushed 1582d ago; standard_unity_project; game/app keywords; negative keyword penalty; security-surface:dynamic
1237,RageRoom-UnityVR,https://github.com/SCP650/RageRoom-UnityVR,33.04,0,12,100,29.72,0,86,12,E_low_priority_or_noisy,D_low,30,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,5,1,TRUE,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,,,,,"composite=33.04; dimensions=pop:0,maint:12,unity:100,scale:29.72,surface:0,relevance:86,penalty:12; tier=E_low_priority_or_noisy",standard_unity_project; game/app keywords
1238,XRToolkitMVP,https://github.com/dilmerv/XRToolkitMVP,33,0,12,100,70.64,34.6,40,47,E_low_priority_or_noisy,reject_noise,18.65,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,37,17,TRUE,0,13,4,1,0,1,7,0,TRUE,TRUE,TRUE,TRUE,,,,,"composite=33.0; dimensions=pop:0,maint:12,unity:100,scale:70.64,surface:34.6,relevance:40,penalty:47; tier=E_low_priority_or_noisy","standard_unity_project; game/app keywords; negative keyword penalty; security-surface:network,file,deser,dynamic"
1239,wheelchair-sim,https://github.com/pedromourente/wheelchair-sim,32.93,0,12,100,60.25,3,50,12,E_low_priority_or_noisy,D_low,24.05,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,26,7,TRUE,0,1,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,,,,,"composite=32.93; dimensions=pop:0,maint:12,unity:100,scale:60.25,surface:3.0,relevance:50,penalty:12; tier=E_low_priority_or_noisy",standard_unity_project; security-surface:network
1240,Meshelanjelo,https://github.com/byte-banditt/Meshelanjelo,32.92,0,12,58,30,74.8,50,28,E_low_priority_or_noisy,D_low,21.15,0,0,99999,,0,weak_unity_structure,FALSE,FALSE,FALSE,4,2,TRUE,0,63,0,2,0,0,6,55,FALSE,FALSE,FALSE,FALSE,,,,,"composite=32.92; dimensions=pop:0,maint:12,unity:58,scale:30.0,surface:74.8,relevance:50,penalty:28; tier=E_low_priority_or_noisy","weak_unity_structure; security-surface:file,dynamic,native"
1241,quintesse_PlayoVR,https://github.com/quintesse/PlayoVR,32.92,0,12,90,50.62,0,78,12,E_low_priority_or_noisy,D_low,30,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,26,1,FALSE,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,,,,,"composite=32.92; dimensions=pop:0,maint:12,unity:90,scale:50.62,surface:0,relevance:78,penalty:12; tier=E_low_priority_or_noisy",standard_unity_project; game/app keywords
1242,ezioleq/Portaless,https://github.com/ezioleq/Portaless,32.68,69.44,48,10,30,0,92,34,E_low_priority_or_noisy,C_candidate,45.9,22,6,597,2024-12-08T09:00:23Z,20,metadata_screened_not_downloaded,FALSE,TRUE,FALSE,0,0,FALSE,11831,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,"Valve's Portal 2 ripoff but without portals, made in Unity 3D for fun","3d, game, hacktoberfest, low-poly, portal2, puzzle, unity",C#,GPL-3.0,"composite=32.68; dimensions=pop:69.44,maint:48,unity:10,scale:30.0,surface:0,relevance:92,penalty:34; tier=E_low_priority_or_noisy",22 stars; pushed 597d ago; metadata_screened_not_downloaded; game/app keywords
1243,visio,https://github.com/init-Sense/visio,32.67,0,12,100,55.44,4.8,50,12,E_low_priority_or_noisy,D_low,24.1,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,26,3,TRUE,0,2,0,0,0,0,2,0,FALSE,FALSE,FALSE,FALSE,,,,,"composite=32.67; dimensions=pop:0,maint:12,unity:100,scale:55.44,surface:4.8,relevance:50,penalty:12; tier=E_low_priority_or_noisy",standard_unity_project; security-surface:dynamic
1244,maximple1/Maximple-Survival-Game,https://github.com/maximple1/Maximple-Survival-Game,32.61,69.06,48,10,30,0,92,34,E_low_priority_or_noisy,C_candidate,49.13,21,19,725,2024-08-02T09:29:36Z,0,metadata_screened_not_downloaded,FALSE,TRUE,FALSE,0,0,FALSE,4646186,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,Игра про выживание на Unity сделанная для обучающей серии видео к каналу Maximple: https://www.youtube.com/maximple,"csharp, game-development, survival-game, unity",C#,,"composite=32.61; dimensions=pop:69.06,maint:48,unity:10,scale:30.0,surface:0,relevance:92,penalty:34; tier=E_low_priority_or_noisy",21 stars; pushed 725d ago; metadata_screened_not_downloaded; game/app keywords
