project_path,project_type,build_method,target_framework,unity_version,note,host_dotnet_version,host_msbuild_version,host_unity_version
E:\1_my_project\dataset\repos\nightingaleproject_vrdr-dotnet\VRDR.CLI\DeathRecord.CLI.csproj,dotnet_project,dotnet,netcoreapp6.0,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\nightingaleproject_vrdr-dotnet\VRDR.Client\VRDRClient.csproj,dotnet_project,dotnet,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\nightingaleproject_vrdr-dotnet\VRDR.Filter\DeathRecord.Filter.csproj,dotnet_project,dotnet,netcoreapp6.0,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\nightingaleproject_vrdr-dotnet\VRDR.HTTP\FhirDeathRecord.HTTP.csproj,dotnet_project,dotnet,netcoreapp6.0,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\nightingaleproject_vrdr-dotnet\VRDR.Messaging\VRDRMessaging.csproj,dotnet_project,dotnet,netstandard2.0,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\nightingaleproject_vrdr-dotnet\VRDR.Tests\DeathRecord.Tests.csproj,dotnet_project,dotnet,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\nightingaleproject_vrdr-dotnet\VRDR\DeathRecord.csproj,dotnet_project,dotnet,netstandard2.0,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\nikhilnxvverma1_vr-photo-album,unity,unity,,5.5.0f3,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Noxalus_VR-Escape-Room\Escape Room VR,unity,unity,,2017.3.1f1,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\oliviasculley_nervv,unity,unity,,2019.3.7f1,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\omar92_RhythmAttack-VR,unity,unity,,2018.1.5f1,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Oscheibe_ARIndoorNav\ARIndoorNav Project,unity,unity,,2018.3.14f1,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\osmosacademy_vr-passport,unity,unity,,5.2.2f1,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\OSVR_OSVR-Unity\OSVR-Unity,unity,unity,,5.4.5f1,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\paulmriordan_MusicVR,unity,unity,,2017.1.3f1,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\pcriadoperez_readyPlayer2,unity,unity,,2017.1.2f1,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\PfeifferMicha_imhotep,unity,unity,,2017.2.1p2,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\pkshetlie_RagnaCustomsApp\src\RagnaCustoms.App\RagnaCustoms.App.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\pkshetlie_RagnaCustomsApp\src\RagnaCustoms.Launcher\RagnaCustoms.Launcher.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\POINT-VR_POINT-VR-Chapter-1\POINT-VR-Chapter-1,unity,unity,,2019.4.20f1,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\PontusAhlin_HorrorGame,unity,unity,,2022.3.25f1,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\popabczhang_CityMatrixAR,unity,unity,,5.5.0f3,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\quintesse_PlayoVR,unity,unity,,2018.2.2f1,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Rafapp_SJSU-MaterialsEngineering-VR-lab\src\Unity\VRlab,unity,unity,,2022.2.18f1,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Raicuparta_nomai-vr\NomaiVR\NomaiVR.csproj,dotnet_project,dotnet,net4.6,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Raicuparta_nomai-vr\NomaiVRPatcher\NomaiVRPatcher.csproj,dotnet_project,dotnet,net35,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Raicuparta_nomai-vr\Unity,unity,unity,,2019.4.27f1,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\rbennett22_Zelda_VR,unity,unity,,2017.3.0f3,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\RealityVirtually2019_Bright,unity,unity,,2018.3.2f1,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\rh-galaxy_galaxyvr,unity,unity,,2021.3.25f1,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\rh-galaxy_galaxyvr\Assembly-CSharp-Editor-firstpass.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\rh-galaxy_galaxyvr\Assembly-CSharp-firstpass.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\rh-galaxy_galaxyvr\FMODUnity.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\rh-galaxy_galaxyvr\FMODUnityEditor.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\rh-galaxy_galaxyvr\FMODUnityResonance.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\rh-galaxy_galaxyvr\FMODUnityResonanceEditor.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\rh-galaxy_galaxyvr\com.rlabrecque.steamworks.net.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\rh-galaxy_galaxyvr\com.rlabrecque.steamworks.net.editor.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\RhubarbVR_RhubarbVR_Old\CodeGenerator\CodeGenerator.csproj,dotnet_project,dotnet,netcoreapp3.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\RhubarbVR_RhubarbVR_Old\ImguiVeldrid\VeldridImGui.csproj,dotnet_project,dotnet,net5.0,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\RhubarbVR_RhubarbVR_Old\Numerics\Numerics.csproj,dotnet_project,dotnet,net5.0,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\RhubarbVR_RhubarbVR_Old\OpenAL.Net\OpenAL.Net.csproj,dotnet_project,dotnet,net5.0,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\RhubarbVR_RhubarbVR_Old\RhubarbEngine\RhubarbEngine.csproj,dotnet_project,dotnet,net5.0,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\RhubarbVR_RhubarbVR_Old\RhubarbEngineTests\RhubarbEngineTests.csproj,dotnet_project,dotnet,net5.0,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\RhubarbVR_RhubarbVR_Old\RhubarbVR\RhubarbVR.csproj,dotnet_project,dotnet,net5.0,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\RhubarbVR_RhubarbVR_Old\RhubarbVRLauncher\RhubarbVRLauncher.csproj,dotnet_project,dotnet,net5.0-windows,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\RhubarbVR_RhubarbVR_Old\SharpText.Veldrid\SharpText.Veldrid.csproj,dotnet_project,dotnet,netstandard2.0,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Rigaro_VRProEP\VRProEP,unity,unity,,2019.3.0f6,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\rogerbarton_vr-modeling,unity,unity,,2019.3.2f1,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\ronellsicat_DxR,unity,unity,,2017.2.1f1,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\RussellXie7_Unity_Hololens_Dev,unity,unity,,5.6.1f1,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Saarg_Dungeon-VR,unity,unity,,2017.3.0f3,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Saticmotion_Vivista,unity,unity,,2021.3.6f1,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Sauceke_LoveMachine\src\Installer\Installer.csproj,dotnet_project,dotnet,net6.0,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Sauceke_LoveMachine\src\LoveMachine.AGH\LoveMachine.AGH.csproj,dotnet_project,dotnet,net35,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Sauceke_LoveMachine\src\LoveMachine.AI\LoveMachine.AI.csproj,dotnet_project,dotnet,net46,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Sauceke_LoveMachine\src\LoveMachine.AIDR\LoveMachine.AIDR.csproj,dotnet_project,dotnet,net6.0,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Sauceke_LoveMachine\src\LoveMachine.COM3D2\LoveMachine.COM3D2.csproj,dotnet_project,dotnet,net35,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Sauceke_LoveMachine\src\LoveMachine.Core.IL2CPP\LoveMachine.Core.IL2CPP.csproj,dotnet_project,dotnet,net6.0,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Sauceke_LoveMachine\src\LoveMachine.Core.Pre54\LoveMachine.Core.Pre54.csproj,dotnet_project,dotnet,net35,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Sauceke_LoveMachine\src\LoveMachine.Core\LoveMachine.Core.csproj,dotnet_project,dotnet,net35,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Sauceke_LoveMachine\src\LoveMachine.DJ\LoveMachine.DJ.csproj,dotnet_project,dotnet,net46,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Sauceke_LoveMachine\src\LoveMachine.EC\LoveMachine.EC.csproj,dotnet_project,dotnet,net46,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Sauceke_LoveMachine\src\LoveMachine.HC.DigitalCraft\LoveMachine.HC.DigitalCraft.csproj,dotnet_project,dotnet,net6.0,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Sauceke_LoveMachine\src\LoveMachine.HC\LoveMachine.HC.csproj,dotnet_project,dotnet,net6.0,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Sauceke_LoveMachine\src\LoveMachine.HKR\LoveMachine.HKR.csproj,dotnet_project,dotnet,net6.0,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Sauceke_LoveMachine\src\LoveMachine.HS\LoveMachine.HS.csproj,dotnet_project,dotnet,net35,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Sauceke_LoveMachine\src\LoveMachine.HS2\LoveMachine.HS2.csproj,dotnet_project,dotnet,net46,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Sauceke_LoveMachine\src\LoveMachine.I2C\LoveMachine.I2C.csproj,dotnet_project,dotnet,net46,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Sauceke_LoveMachine\src\LoveMachine.IO\LoveMachine.IO.csproj,dotnet_project,dotnet,net35,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Sauceke_LoveMachine\src\LoveMachine.KK\LoveMachine.KK.csproj,dotnet_project,dotnet,net35,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Sauceke_LoveMachine\src\LoveMachine.KKLB\LoveMachine.KKLB.csproj,dotnet_project,dotnet,net45,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Sauceke_LoveMachine\src\LoveMachine.KKS\LoveMachine.KKS.csproj,dotnet_project,dotnet,net46,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Sauceke_LoveMachine\src\LoveMachine.LE\LoveMachine.LE.csproj,dotnet_project,dotnet,net45,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Sauceke_LoveMachine\src\LoveMachine.OA\LoveMachine.OA.csproj,dotnet_project,dotnet,net6.0,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Sauceke_LoveMachine\src\LoveMachine.OT\LoveMachine.OT.csproj,dotnet_project,dotnet,net45,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Sauceke_LoveMachine\src\LoveMachine.PH\LoveMachine.PH.csproj,dotnet_project,dotnet,net35,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Sauceke_LoveMachine\src\LoveMachine.RG\LoveMachine.RG.csproj,dotnet_project,dotnet,net6.0,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Sauceke_LoveMachine\src\LoveMachine.SC\LoveMachine.SC.csproj,dotnet_project,dotnet,net45,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Sauceke_LoveMachine\src\LoveMachine.SCH\LoveMachine.SCH.csproj,dotnet_project,dotnet,net6.0,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Sauceke_LoveMachine\src\LoveMachine.SCS\LoveMachine.SCS.csproj,dotnet_project,dotnet,net35,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Sauceke_LoveMachine\src\LoveMachine.SG\LoveMachine.SG.csproj,dotnet_project,dotnet,net35,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Sauceke_LoveMachine\src\LoveMachine.VRK\LoveMachine.VRK.csproj,dotnet_project,dotnet,net35,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Sauceke_LoveMachine\src\LoveMachine.WP\LoveMachine.WP.csproj,dotnet_project,dotnet,net35,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\SGNLA_unity-arkit-plugin,unity,unity,,2017.1.3f1,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\sh-akira_VirtualMotionCapture,unity,unity,,2018.1.6f1,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\sh-akira_VirtualMotionCapture\ControlWindowWPF\ControlWindowWPF\VirtualMotionCaptureControlPanel.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\sh-akira_VirtualMotionCapture\UnityMemoryMappedFile\UnityMemoryMappedFile.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\SkinnyDevi_MU-VR-Experience\frontend\MU-VR-Experience,unity,unity,,2020.3.20f1,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Soapwood_VXMusic\VXAutoUpdater\VXAutoUpdater.csproj,dotnet_project,dotnet,net7.0-windows,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Soapwood_VXMusic\VXMusic\VXMusic.csproj,dotnet_project,dotnet,net7.0,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Soapwood_VXMusic\VXMusic\Games\VRChat\VRChatOSCLib\VRChatOSCLib.csproj,dotnet_project,dotnet,net6.0,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Soapwood_VXMusic\VXMusicDesktop\VXMusicDesktop.csproj,dotnet_project,dotnet,net7.0-windows,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Soapwood_VXMusic\VXMusicOverlay,unity,unity,,2020.3.30f1,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Soapwood_VXMusic\VXMusicOverlay\Assembly-CSharp-Editor-firstpass.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Soapwood_VXMusic\VXMusicOverlay\Assembly-CSharp-Editor.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Soapwood_VXMusic\VXMusicOverlay\Assembly-CSharp-firstpass.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Soapwood_VXMusic\VXMusicOverlay\Assembly-CSharp.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\SpaceVR-O1_Human\FutureWork\EnfluxUnitySDK\UnityProject,unity,unity,,5.4.0f3,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\SpaceVR-O1_Human\HumanUnityProjectV0_3,unity,unity,,5.6.2f1,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\SpaceVR-O1_Human\HumanUnityProjectV0_3\FacebookVR_Template\Unity Sample Project,unity,unity,,5.5.0f3,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\SpaceVR-O1_Human\HumanUnityProjectV0_3\FacebookVR_Template\__MACOSX\Unity Sample Project,unity,unity,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\stefaanvermassen_virtual-museum-app,unity,unity,,5.0.0f4,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Team-on_UnityGameTemplate\GameTemplate,unity,unity,,2021.2.7f1,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\tetra-fox_VRCMods\AdBlocker\AdBlocker.csproj,dotnet_project,dotnet,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\tetra-fox_VRCMods\CalibrateConfirm\CalibrateConfirm.csproj,dotnet_project,dotnet,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\tetra-fox_VRCMods\ProPlates\ProPlates.csproj,dotnet_project,dotnet,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\tetra-fox_VRCMods\QMFreeze\QMFreeze.csproj,dotnet_project,dotnet,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\tetra-fox_VRCMods\UnmuteSound\UnmuteSound.csproj,dotnet_project,dotnet,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\TomorrowTodayLabs_NewtonVR,unity,unity,,2017.1.1f1,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\TrevTV_DawnVR\DawnVREnabler\DawnVREnabler.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\TrevTV_DawnVR\DawnVRMod\DawnVRMod.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\TrevTV_DawnVR\VRUnityProject,unity,unity,,5.5.3f1,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\TrevTV_DawnVR\VRUnityProject_Remaster,unity,unity,,2019.4.0f1,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\TritonXR_VRUniverse,unity,unity,,2017.3.0f3,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Twometer_twometer-vr\TVR.Service\TVR.Service.CLI\TVR.Service.CLI.csproj,dotnet_project,dotnet,net6.0,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Twometer_twometer-vr\TVR.Service\TVR.Service.Core\TVR.Service.Core.csproj,dotnet_project,dotnet,netstandard2.0,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Twometer_twometer-vr\TVR.Service\TVR.Service.Debug\TVR.Service.Debug.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Twometer_twometer-vr\TVR.Setup\Installer\Installer\Installer.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\ucsdlib_geiselVR,unity,unity,,2017.3.0f3,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\ultraleap_XR-Keyboard\XR_Keyboard,unity,unity,,2021.3.10f1,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\UMI3D_UMI3D-SDK\UMI3D-SDK,unity,unity,,2021.3.15f1,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Unity-Technologies_InputSystem,unity,unity,,2019.4.8f1,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Unity-Technologies_InputSystem\Tools\CodeAnalyzerTestProject,unity,unity,,2019.4.0f1,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Unity-Technologies_InputSystem\ExternalSampleProjects\InputDeviceTester,unity,unity,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Unity-Technologies_InputSystem\ExternalSampleProjects\TanksDemo,unity,unity,,2019.1.0f2,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Unity-Technologies_InputSystem\ExternalSampleProjects\TouchSamples,unity,unity,,2019.1.4f1,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\uqidoacademy_PhysiotherapyVR,unity,unity,,2018.2.16f1,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\ur-whitelab_simview\hoomd-viz,unity,unity,,2019.1.0f2,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\vimeo_vimeo-unity-sdk,unity,unity,,2018.2.14f1,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\VIRTUE-DBIS_virtual-exhibition-presenter,unity,unity,,2020.3.38f1,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\vitrivr_vitrivr-vr,unity,unity,,2022.3.39f1,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Vivero_Kerbal-VR\KerbalVR\KerbalVR.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\ViveSoftware_ViveInputUtility-Unity,unity,unity,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\VolcanicArts_VRCOSC\VRCOSC.App\VRCOSC.App.csproj,dotnet_project,dotnet,net8.0-windows10.0.26100.0,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\VolcanicArts_VRCOSC\VRCOSC\VRCOSC.csproj,dotnet_project,dotnet,net8.0-windows10.0.26100.0,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Vova-SH_AirAttack,unity,unity,,2018.1.0f2,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\VPRL_Virginia-Philosophy-Reality-Lab\Unity3D\VPRL_Art,unity,unity,,2021.2.3f1,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\VPRL_Virginia-Philosophy-Reality-Lab\Unity3D\VPRL_Splines,unity,unity,,2020.3.20f1,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\vradarserver_vrs\Plugin.BaseStationDatabaseWriter\Plugin.BaseStationDatabaseWriter.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\vradarserver_vrs\Plugin.CustomContent\Plugin.CustomContent.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\vradarserver_vrs\Plugin.DatabaseEditor\Plugin.DatabaseEditor.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\vradarserver_vrs\Plugin.DisableAudio\Plugin.DisableAudio.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\vradarserver_vrs\Plugin.DisableUPnP\Plugin.DisableUPnP.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\vradarserver_vrs\Plugin.FeedFilter\Plugin.FeedFilter.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\vradarserver_vrs\Plugin.SqlServer\Plugin.SqlServer.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\vradarserver_vrs\Plugin.TileServerCache\Plugin.TileServerCache.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\vradarserver_vrs\Plugin.Vatsim\Plugin.Vatsim.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\vradarserver_vrs\Plugin.WebAdmin\Plugin.WebAdmin.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\vradarserver_vrs\SQLiteWrapper.DotNet.AnyCPU\SQLiteWrapper.DotNet.AnyCPU.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\vradarserver_vrs\SQLiteWrapper.DotNet\SQLiteWrapper.DotNet.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\vradarserver_vrs\SQLiteWrapper.Mono\SQLiteWrapper.Mono.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\vradarserver_vrs\Test\Test.Framework\Test.Framework.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\vradarserver_vrs\Test\Test.Plugin.BaseStationDatabaseWriter\Test.Plugin.BaseStationDatabaseWriter.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\vradarserver_vrs\Test\Test.VirtualRadar.Database\Test.VirtualRadar.Database.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\vradarserver_vrs\Test\Test.VirtualRadar.Interface\Test.VirtualRadar.Interface.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\vradarserver_vrs\Test\Test.VirtualRadar.Library\Test.VirtualRadar.Library.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\vradarserver_vrs\Test\Test.VirtualRadar.WebServer\Test.VirtualRadar.WebServer.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\vradarserver_vrs\Test\Test.VirtualRadar.WebSite\Test.VirtualRadar.WebSite.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\vradarserver_vrs\ThirdParty\TypeLite.Net35\TypeLite.Net35.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\vradarserver_vrs\Utilities\BaseStationImport\BaseStationImport.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\vradarserver_vrs\VirtualRadar-Service\VirtualRadar-Service.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\vradarserver_vrs\VirtualRadar.Database\VirtualRadar.Database.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\vradarserver_vrs\VirtualRadar.Headless\VirtualRadar.Headless.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\vradarserver_vrs\VirtualRadar.Interface\VirtualRadar.Interface.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\vradarserver_vrs\VirtualRadar.Interop\VirtualRadar.Interop.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\vradarserver_vrs\VirtualRadar.Library\VirtualRadar.Library.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\vradarserver_vrs\VirtualRadar.Localisation\VirtualRadar.Localisation.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\vradarserver_vrs\VirtualRadar.Resources\VirtualRadar.Resources.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
