project,loc,category,mechanism,api,owner,detail
vr_selection,vr_selection/Assets/OutlineEffect/Samples/Demo/Rotate.cs:19:14:19:19,Lifecycle-Driven State Flows,GameLogic,Update,Rotate,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/OutlineEffect/Samples/Demo/Toggle.cs:10:14:10:18,Lifecycle-Driven State Flows,Initialization,Start,Toggle,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/OutlineEffect/Samples/Demo/Toggle.cs:16:14:16:19,Lifecycle-Driven State Flows,GameLogic,Update,Toggle,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/BoundaryCircleManager.cs:26:18:26:22,Lifecycle-Driven State Flows,Initialization,Start,BoundaryCircleManager,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/BoundaryCircleManager.cs:66:18:66:23,Lifecycle-Driven State Flows,GameLogic,Update,BoundaryCircleManager,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/BoundaryCircleManager.cs:28:35:28:73,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,BoundaryCircleManager,callback=confirmationCircle; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/BoundaryCircleManager.cs:30:9:30:77,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,BoundaryCircleManager,callback=_Color; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/BoundaryCircleManager.cs:51:9:51:77,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,BoundaryCircleManager,callback=_Color; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/BoundaryCircleManager.cs:61:9:61:79,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,BoundaryCircleManager,callback=_Color; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Circular_MiniMap_Selection/ClutterHandler_circumferenceDisplay.cs:26:18:26:22,Lifecycle-Driven State Flows,Initialization,Start,ClutterHandler_circumferenceDisplay,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Circular_MiniMap_Selection/ClutterHandler_circumferenceDisplay.cs:34:18:34:25,Lifecycle-Driven State Flows,Initialization,OnEnable,ClutterHandler_circumferenceDisplay,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Circular_MiniMap_Selection/ClutterHandler_circumferenceDisplay.cs:67:18:67:23,Lifecycle-Driven State Flows,GameLogic,Update,ClutterHandler_circumferenceDisplay,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Circular_MiniMap_Selection/ClutterHandler_circumferenceDisplay.cs:166:17:166:59,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,ClutterHandler_circumferenceDisplay,callback=All slots around the map are full.; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Circular_MiniMap_Selection/MiniMap.cs:25:18:25:22,Lifecycle-Driven State Flows,Initialization,Start,MiniMap,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Circular_MiniMap_Selection/MiniMap.cs:43:18:43:23,Lifecycle-Driven State Flows,GameLogic,Update,MiniMap,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Circular_MiniMap_Selection/MiniMap.cs:84:42:84:65,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,MiniMap,callback= ; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Circular_MiniMap_Selection/shapeItem_2.cs:9:18:9:22,Lifecycle-Driven State Flows,Initialization,Start,shapeItem_2,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Circular_MiniMap_Selection/shapeItem_2.cs:14:18:14:31,Lifecycle-Driven State Flows,Physics,OnTriggerEnter,shapeItem_2,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Circular_MiniMap_Selection/shapeItem_2.cs:23:18:23:30,Lifecycle-Driven State Flows,Physics,OnTriggerExit,shapeItem_2,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Circular_MiniMap_Selection/shapeItem_2.cs:16:14:16:45,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,shapeItem_2,callback=GrabbingHand; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Circular_MiniMap_Selection/shapeItem_2.cs:25:14:25:45,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,shapeItem_2,callback=GrabbingHand; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Circular_MiniMap_Selection/shapeItem_3.cs:14:18:14:22,Lifecycle-Driven State Flows,Initialization,Start,shapeItem_3,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Circular_MiniMap_Selection/shapeItem_3.cs:19:18:19:31,Lifecycle-Driven State Flows,Physics,OnTriggerEnter,shapeItem_3,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Circular_MiniMap_Selection/shapeItem_3.cs:29:18:29:30,Lifecycle-Driven State Flows,Physics,OnTriggerExit,shapeItem_3,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Circular_MiniMap_Selection/shapeItem_3.cs:21:14:21:45,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,shapeItem_3,callback=GrabbingHand; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Circular_MiniMap_Selection/shapeItem_3.cs:31:14:31:45,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,shapeItem_3,callback=GrabbingHand; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/DestroyParentOnPlayerHit.cs:17:17:17:32,Lifecycle-Driven State Flows,Physics,OnCollisionEnter,DestroyParentOnPlayerHit,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/DestroyParentOnPlayerHit.cs:25:13:25:51,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,DestroyParentOnPlayerHit,callback=Player; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/EnemyAI.cs:33:18:33:22,Lifecycle-Driven State Flows,Initialization,Awake,EnemyAI,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/EnemyAI.cs:40:18:40:23,Lifecycle-Driven State Flows,GameLogic,Update,EnemyAI,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/EnemyAI.cs:35:18:35:47,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,EnemyAI,callback=Main Camera; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/Examples/Editor/NavMeshPrefabInstanceEditor.cs:13:17:13:24,Lifecycle-Driven State Flows,Initialization,OnEnable,NavMeshPrefabInstanceEditor,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/Examples/Editor/NavMeshPrefabInstanceEditor.cs:15:33:15:82,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,NavMeshPrefabInstanceEditor,callback=m_FollowTransform; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/Examples/Editor/NavMeshPrefabInstanceEditor.cs:16:29:16:70,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,NavMeshPrefabInstanceEditor,callback=m_NavMesh; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/Examples/Editor/NavMeshPrefabInstanceEditor.cs:45:17:45:110,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,NavMeshPrefabInstanceEditor,callback=Select the Prefab asset to bake or clear the navmesh; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/Examples/Editor/NavMeshPrefabInstanceEditor.cs:58:13:58:37,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,NavMeshPrefabInstanceEditor,callback=Clear; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/Examples/Editor/NavMeshPrefabInstanceEditor.cs:61:13:61:36,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,NavMeshPrefabInstanceEditor,callback=Bake; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/Examples/Scripts/AgentLinkMover.cs:19:17:19:21,Lifecycle-Driven State Flows,Initialization,Start,AgentLinkMover,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/Examples/Scripts/ClickToMove.cs:11:10:11:14,Lifecycle-Driven State Flows,Initialization,Start,ClickToMove,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/Examples/Scripts/ClickToMove.cs:16:10:16:15,Lifecycle-Driven State Flows,GameLogic,Update,ClickToMove,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/Examples/Scripts/DestroyOnTrigger.cs:8:10:8:23,Lifecycle-Driven State Flows,Physics,OnTriggerEnter,DestroyOnTrigger,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/Examples/Scripts/DungeonManager.cs:11:10:11:14,Lifecycle-Driven State Flows,Initialization,Awake,DungeonManager,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/Examples/Scripts/EnableIffSleeping.cs:10:10:10:14,Lifecycle-Driven State Flows,Initialization,Start,EnableIffSleeping,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/Examples/Scripts/EnableIffSleeping.cs:15:10:15:15,Lifecycle-Driven State Flows,GameLogic,Update,EnableIffSleeping,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/Examples/Scripts/FreeCam.cs:22:10:22:15,Lifecycle-Driven State Flows,GameLogic,Update,FreeCam,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/Examples/Scripts/FreeCam.cs:45:26:45:52,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,FreeCam,callback=Horizontal; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/Examples/Scripts/FreeCam.cs:46:26:46:50,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,FreeCam,callback=Vertical; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/Examples/Scripts/FreeCam.cs:28:26:28:49,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,FreeCam,callback=Mouse Y; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/Examples/Scripts/FreeCam.cs:35:33:35:56,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,FreeCam,callback=Mouse X; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/Examples/Scripts/FreeCam.cs:39:26:39:49,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,FreeCam,callback=Mouse Y; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/Examples/Scripts/FreeCam.cs:26:62:26:85,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,FreeCam,callback=Mouse X; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/Examples/Scripts/LocalNavMeshBuilder.cs:22:17:22:21,Lifecycle-Driven State Flows,Initialization,Start,LocalNavMeshBuilder,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/Examples/Scripts/LocalNavMeshBuilder.cs:31:10:31:17,Lifecycle-Driven State Flows,Initialization,OnEnable,LocalNavMeshBuilder,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/Examples/Scripts/LocalNavMeshBuilder.cs:41:10:41:18,Lifecycle-Driven State Flows,DecommissionOrApplication,OnDisable,LocalNavMeshBuilder,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/Examples/Scripts/MeshTool.cs:20:10:20:14,Lifecycle-Driven State Flows,Initialization,Start,MeshTool,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/Examples/Scripts/MeshTool.cs:26:10:26:15,Lifecycle-Driven State Flows,GameLogic,Update,MeshTool,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/Examples/Scripts/NavMeshPrefabInstance.cs:33:10:33:17,Lifecycle-Driven State Flows,Initialization,OnEnable,NavMeshPrefabInstance,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/Examples/Scripts/NavMeshPrefabInstance.cs:41:10:41:18,Lifecycle-Driven State Flows,DecommissionOrApplication,OnDisable,NavMeshPrefabInstance,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/Examples/Scripts/NavMeshSourceTag.cs:14:10:14:17,Lifecycle-Driven State Flows,Initialization,OnEnable,NavMeshSourceTag,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/Examples/Scripts/NavMeshSourceTag.cs:29:10:29:18,Lifecycle-Driven State Flows,DecommissionOrApplication,OnDisable,NavMeshSourceTag,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/Examples/Scripts/Oscillator.cs:11:10:11:14,Lifecycle-Driven State Flows,Initialization,Start,Oscillator,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/Examples/Scripts/Oscillator.cs:16:10:16:15,Lifecycle-Driven State Flows,GameLogic,Update,Oscillator,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/Examples/Scripts/RandomInstancing.cs:23:10:23:14,Lifecycle-Driven State Flows,Initialization,Awake,RandomInstancing,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/Examples/Scripts/RandomInstancing.cs:33:10:33:17,Lifecycle-Driven State Flows,Initialization,OnEnable,RandomInstancing,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/Examples/Scripts/RandomInstancing.cs:40:10:40:18,Lifecycle-Driven State Flows,DecommissionOrApplication,OnDestroy,RandomInstancing,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/Examples/Scripts/RandomInstancing.cs:50:10:50:15,Lifecycle-Driven State Flows,GameLogic,Update,RandomInstancing,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/Examples/Scripts/RandomInstancing.cs:108:13:108:52,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,RandomInstancing,callback=Pool exhausted; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/Examples/Scripts/RandomWalk.cs:11:10:11:14,Lifecycle-Driven State Flows,Initialization,Start,RandomWalk,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/Examples/Scripts/RandomWalk.cs:16:10:16:15,Lifecycle-Driven State Flows,GameLogic,Update,RandomWalk,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/Examples/Scripts/SpawnPrefabOnKeyDown.cs:8:10:8:15,Lifecycle-Driven State Flows,GameLogic,Update,SpawnPrefabOnKeyDown,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Editor/NavMeshAssetManager.cs:193:39:193:70,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,NavMeshAssetManager,callback=m_NavMeshData; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Editor/NavMeshComponentsGUIUtility.cs:57:17:57:83,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,NavMeshComponentsGUIUtility,callback=Agent Type invalid.; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Editor/NavMeshComponentsGUIUtility.cs:111:17:111:37,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,NavMeshComponentsGUIUtility,callback=; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Editor/NavMeshLinkEditor.cs:25:14:25:21,Lifecycle-Driven State Flows,Initialization,OnEnable,NavMeshLinkEditor,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Editor/NavMeshLinkEditor.cs:42:14:42:22,Lifecycle-Driven State Flows,DecommissionOrApplication,OnDisable,NavMeshLinkEditor,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Editor/NavMeshLinkEditor.cs:27:29:27:74,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,NavMeshLinkEditor,callback=m_AgentTypeID; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Editor/NavMeshLinkEditor.cs:28:22:28:60,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,NavMeshLinkEditor,callback=m_Area; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Editor/NavMeshLinkEditor.cs:29:30:29:76,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,NavMeshLinkEditor,callback=m_CostModifier; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Editor/NavMeshLinkEditor.cs:30:36:30:88,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,NavMeshLinkEditor,callback=m_AutoUpdatePosition; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Editor/NavMeshLinkEditor.cs:31:31:31:78,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,NavMeshLinkEditor,callback=m_Bidirectional; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Editor/NavMeshLinkEditor.cs:32:26:32:68,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,NavMeshLinkEditor,callback=m_EndPoint; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Editor/NavMeshLinkEditor.cs:33:28:33:72,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,NavMeshLinkEditor,callback=m_StartPoint; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Editor/NavMeshLinkEditor.cs:34:23:34:62,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,NavMeshLinkEditor,callback=m_Width; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Editor/NavMeshLinkEditor.cs:86:17:86:40,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,NavMeshLinkEditor,callback=Swap; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Editor/NavMeshLinkEditor.cs:96:17:96:51,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,NavMeshLinkEditor,callback=Align Transform; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Editor/NavMeshModifierEditor.cs:14:14:14:21,Lifecycle-Driven State Flows,Initialization,OnEnable,NavMeshModifierEditor,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Editor/NavMeshModifierEditor.cs:24:14:24:22,Lifecycle-Driven State Flows,DecommissionOrApplication,OnDisable,NavMeshModifierEditor,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Editor/NavMeshModifierEditor.cs:16:32:16:80,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,NavMeshModifierEditor,callback=m_AffectedAgents; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Editor/NavMeshModifierEditor.cs:17:22:17:60,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,NavMeshModifierEditor,callback=m_Area; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Editor/NavMeshModifierEditor.cs:18:33:18:82,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,NavMeshModifierEditor,callback=m_IgnoreFromBuild; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Editor/NavMeshModifierEditor.cs:19:30:19:76,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,NavMeshModifierEditor,callback=m_OverrideArea; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Editor/NavMeshModifierVolumeEditor.cs:27:14:27:21,Lifecycle-Driven State Flows,Initialization,OnEnable,NavMeshModifierVolumeEditor,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Editor/NavMeshModifierVolumeEditor.cs:37:14:37:22,Lifecycle-Driven State Flows,DecommissionOrApplication,OnDisable,NavMeshModifierVolumeEditor,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Editor/NavMeshModifierVolumeEditor.cs:29:32:29:80,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,NavMeshModifierVolumeEditor,callback=m_AffectedAgents; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Editor/NavMeshModifierVolumeEditor.cs:30:22:30:60,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,NavMeshModifierVolumeEditor,callback=m_Area; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Editor/NavMeshModifierVolumeEditor.cs:31:24:31:64,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,NavMeshModifierVolumeEditor,callback=m_Center; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Editor/NavMeshModifierVolumeEditor.cs:32:22:32:60,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,NavMeshModifierVolumeEditor,callback=m_Size; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Editor/NavMeshModifierVolumeEditor.cs:53:17:53:60,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,NavMeshModifierVolumeEditor,callback=EditCollider; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Editor/NavMeshSurfaceEditor.cs:63:14:63:21,Lifecycle-Driven State Flows,Initialization,OnEnable,NavMeshSurfaceEditor,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
