project,loc,category,mechanism,api,owner,detail
freiheit-diy,freiheit-diy/Assets/Oculus/VR/Scripts/OVRManager.cs:2040:17:2040:59,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OVRManager,callback=[OVRManager] HMDAcquired event; target name unresolvable (UnityEngine types unavailable)
freiheit-diy,freiheit-diy/Assets/Oculus/VR/Scripts/OVRManager.cs:2060:17:2060:60,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OVRManager,callback=[OVRManager] HMDUnmounted event; target name unresolvable (UnityEngine types unavailable)
freiheit-diy,freiheit-diy/Assets/Oculus/VR/Scripts/OVRManager.cs:2074:17:2074:58,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OVRManager,callback=[OVRManager] HMDMounted event; target name unresolvable (UnityEngine types unavailable)
freiheit-diy,freiheit-diy/Assets/Oculus/VR/Scripts/OVRManager.cs:2094:17:2094:59,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OVRManager,callback=[OVRManager] VrFocusLost event; target name unresolvable (UnityEngine types unavailable)
freiheit-diy,freiheit-diy/Assets/Oculus/VR/Scripts/OVRManager.cs:2108:17:2108:63,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OVRManager,callback=[OVRManager] VrFocusAcquired event; target name unresolvable (UnityEngine types unavailable)
freiheit-diy,freiheit-diy/Assets/Oculus/VR/Scripts/OVRManager.cs:2128:17:2128:62,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OVRManager,callback=[OVRManager] InputFocusLost event; target name unresolvable (UnityEngine types unavailable)
freiheit-diy,freiheit-diy/Assets/Oculus/VR/Scripts/OVRManager.cs:2142:17:2142:66,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OVRManager,callback=[OVRManager] InputFocusAcquired event; target name unresolvable (UnityEngine types unavailable)
freiheit-diy,freiheit-diy/Assets/Oculus/VR/Scripts/OVRManager.cs:2166:17:2166:63,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OVRManager,callback=[OVRManager] AudioOutChanged event; target name unresolvable (UnityEngine types unavailable)
freiheit-diy,freiheit-diy/Assets/Oculus/VR/Scripts/OVRManager.cs:2188:17:2188:62,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OVRManager,callback=[OVRManager] AudioInChanged event; target name unresolvable (UnityEngine types unavailable)
freiheit-diy,freiheit-diy/Assets/Oculus/VR/Scripts/OVRManager.cs:2206:17:2206:60,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OVRManager,callback=[OVRManager] TrackingLost event; target name unresolvable (UnityEngine types unavailable)
freiheit-diy,freiheit-diy/Assets/Oculus/VR/Scripts/OVRManager.cs:2220:17:2220:64,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OVRManager,callback=[OVRManager] TrackingAcquired event; target name unresolvable (UnityEngine types unavailable)
freiheit-diy,freiheit-diy/Assets/Oculus/VR/Scripts/OVRManager.cs:2345:32:2345:78,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OVRManager,callback=MainCamera; target name unresolvable (UnityEngine types unavailable)
freiheit-diy,freiheit-diy/Assets/Oculus/VR/Scripts/OVRManager.cs:2371:17:2371:124,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OVRManager,callback=Multiple MainCamera found. Assume the real MainCamera is the camera with the least depth; target name unresolvable (UnityEngine types unavailable)
freiheit-diy,freiheit-diy/Assets/Oculus/VR/Scripts/OVRManager.cs:2381:13:2381:97,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OVRManager,callback=[OVRManager] mainCamera found for MRC: {0}; target name unresolvable (UnityEngine types unavailable)
freiheit-diy,freiheit-diy/Assets/Oculus/VR/Scripts/OVRManager.cs:2386:13:2386:67,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OVRManager,callback=[OVRManager] unable to find a valid camera; target name unresolvable (UnityEngine types unavailable)
freiheit-diy,freiheit-diy/Assets/Oculus/VR/Scripts/OVRManager.cs:2423:9:2423:43,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OVRManager,callback=[OVRManager] OnDestroy; target name unresolvable (UnityEngine types unavailable)
freiheit-diy,freiheit-diy/Assets/Oculus/VR/Scripts/OVRManager.cs:2434:13:2434:62,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OVRManager,callback=[OVRManager] OnApplicationPause(true); target name unresolvable (UnityEngine types unavailable)
freiheit-diy,freiheit-diy/Assets/Oculus/VR/Scripts/OVRManager.cs:2438:13:2438:63,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OVRManager,callback=[OVRManager] OnApplicationPause(false); target name unresolvable (UnityEngine types unavailable)
freiheit-diy,freiheit-diy/Assets/Oculus/VR/Scripts/OVRManager.cs:2446:13:2446:62,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OVRManager,callback=[OVRManager] OnApplicationFocus(true); target name unresolvable (UnityEngine types unavailable)
freiheit-diy,freiheit-diy/Assets/Oculus/VR/Scripts/OVRManager.cs:2450:13:2450:63,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OVRManager,callback=[OVRManager] OnApplicationFocus(false); target name unresolvable (UnityEngine types unavailable)
freiheit-diy,freiheit-diy/Assets/Oculus/VR/Scripts/OVRManager.cs:2456:9:2456:51,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OVRManager,callback=[OVRManager] OnApplicationQuit; target name unresolvable (UnityEngine types unavailable)
freiheit-diy,freiheit-diy/Assets/Oculus/VR/Scripts/OVRManager.cs:2656:21:2656:94,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OVRManager,callback=Failed to shut down passthrough. It may be still in use.; target name unresolvable (UnityEngine types unavailable)
freiheit-diy,freiheit-diy/Assets/Oculus/VR/Scripts/OVRManager.cs:2338:13:2338:47,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OVRManager,callback=MainCamera; target name unresolvable (UnityEngine types unavailable)
freiheit-diy,freiheit-diy/Assets/Oculus/VR/Scripts/OVROverlay.cs:861:7:861:11,Lifecycle-Driven State Flows,Initialization,Awake,OVROverlay,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
